chroma_stft,rms,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,genre
0.42703888,0.27364036,1683.7287656142807,2428.093966088148,3619.3447809839395,0.04244418779024768,-114.06302,110.11895,17.930183,37.93009,27.968828,1.4038033,15.55362,1.4255455,7.354289,-3.3255098,8.241861,-0.18475705,0.68286717,3.3338144,-2.4720285,0.7509779,-4.8478117,-2.3932738,-3.29144,-4.609848,hiphop
0.35876346,0.19889054,1976.5494346772984,2109.950611023081,4276.707472668344,0.08725570820433437,-67.10566,112.41543,-23.642479,44.281242,-18.861816,23.87434,-13.404416,20.146225,-10.650068,20.623596,-7.508759,14.423368,-9.39121,11.295234,-8.8619585,7.0855293,0.45575356,9.392796,-0.8869534,-0.57510746,hiphop
0.439655,0.1735269,2025.7166368995133,2272.773800297793,4603.805494751355,0.0753997708252709,-100.66328,110.21073,1.035769,38.765923,-14.493544,20.652628,-18.038023,12.568846,-14.126208,15.102986,-9.241577,11.399988,-9.509011,8.644918,-7.103832,2.9938877,-4.505926,4.691581,-4.123483,-2.78631,hiphop
0.45118245,0.19167505,3139.605595979825,2849.9772069915975,6335.611689422891,0.146737207938274,-94.57142,51.723648,17.519943,28.904242,2.0637572,3.7271113,-1.8516201,4.36836,8.781322,2.1316023,-1.3799784,4.6916013,4.077907,0.014572876,0.21375868,-0.43703666,-4.119476,-1.1030105,-0.12764865,-2.763157,hiphop
0.47778267,0.12256441,2330.839628497738,2664.2056814269613,5837.598034176664,0.07263901654411764,-144.99234,84.061775,10.848202,43.601334,6.2818995,36.12911,-14.662279,26.805468,-10.336029,24.696184,-8.72415,18.79265,-4.396879,9.877954,-8.135771,8.817563,-7.885718,2.8736496,-4.3461523,-1.117504,hiphop
0.51878667,0.08916087,2960.013105340155,2558.1335074460126,5801.173254432324,0.12089987362132353,-220.95444,41.13651,-13.99925,33.61879,12.183349,13.665729,5.9543242,7.631933,5.2903748,10.4727125,4.765573,6.5006533,6.4908986,5.4590783,2.5724354,-1.635883,-1.5488937,3.086273,4.928209,3.715603,hiphop
0.40406597,0.09350616,1490.5209977308093,1909.9326034575947,3094.047957381966,0.05873774005901703,-202.88756,132.38377,12.001245,43.77104,-10.231295,17.12234,-13.5626,15.044013,-16.261728,9.421976,-11.64568,7.0476594,-4.317207,0.83221436,-5.6038814,1.2634315,-6.975631,0.39049444,-2.4323802,-2.9321568,hiphop
0.42736962,0.1716394,2284.5537023938355,2116.597718550075,4663.513467038748,0.12547203040344426,-67.45474,94.84137,-38.85323,37.641747,-12.254447,36.9015,-12.652126,18.297035,-8.852412,17.983482,-7.2768803,9.716908,-8.74362,4.5059533,-7.58996,0.22546396,-4.8740935,4.8480425,-2.0033994,-0.752528,hiphop
0.47592273,0.13434573,2146.152820562884,2441.918265429493,4531.48093208809,0.07861706051664087,-148.48853,90.504196,-0.27100146,28.842215,19.27435,15.251424,4.2771773,15.507722,1.2801567,11.118202,8.832952,6.320887,1.633117,1.4156897,-3.4072711,1.195762,-0.71774036,0.7821926,-0.4497293,1.7176921,hiphop
0.5392278,0.19396807,3724.7745542619245,3204.9677357968894,7641.487126306115,0.1727574587606424,-23.794031,43.716946,30.55069,26.501972,4.336693,21.91375,2.576287,6.990405,-1.4965212,4.582283,0.41704255,2.464586,-4.074756,-2.0174925,-3.5647283,-0.12832616,-2.4766896,-1.0378424,-4.7686734,-2.6154184,hiphop
0.44052202,0.16638106,3131.3432607004365,2854.60084444079,6395.536327066805,0.11568637529024768,-72.5143,57.03795,5.9483905,25.904427,6.6623893,11.494862,5.109201,10.105276,0.9503965,8.6856165,-1.6870507,5.997685,0.14304212,4.966505,-2.012679,6.097602,0.09555143,4.156668,0.25136536,5.891547,hiphop
0.35554135,0.038039632,2548.7636099360616,2344.8395970517513,4537.730894295424,0.14338613220781735,-267.52255,77.792114,-18.189766,18.888138,1.9943968,-7.5887733,4.7138777,-7.6983323,-10.356959,10.975267,-2.8659422,-5.757438,2.347153,-7.099608,0.4050518,-1.8043368,-8.364889,-3.0725448,-4.399869,-1.651445,hiphop
0.43807065,0.25294384,1818.8189646845494,2521.696700963498,3999.725814205205,0.05136250120936533,-118.020584,102.3068,20.772593,37.010674,24.395523,7.802754,15.927474,-1.5940946,6.763179,-0.7802005,8.579758,1.473606,-4.2227297,3.0189223,1.0109893,-0.98029965,-5.466814,-1.3039749,-4.241458,-5.00742,hiphop
0.42499024,0.23721823,2328.3253525938053,2627.229475693976,4934.945159061775,0.09669745005321208,-111.22915,89.94116,4.453146,14.530579,9.934057,-9.441967,2.9049582,-0.13894077,-3.065067,3.272368,-1.4969656,1.5704437,2.3964047,-1.1631626,0.8710984,0.67440474,-5.169126,2.7299318,2.3492882,-0.25580812,hiphop
0.44521865,0.13564475,1834.8226201664872,2225.1515450948054,3847.810066152283,0.06156538735971362,-155.63774,113.65833,-4.0242286,18.278229,13.48391,8.251857,8.810651,11.110943,8.910264,10.224347,6.1002116,9.738549,9.320228,2.2594478,2.8474398,7.5475535,-2.662322,0.9173482,0.44310457,0.7698158,hiphop
0.45894212,0.110711865,1929.5861395660595,2249.2447287206037,4411.223325936049,0.054190904363390094,-169.93532,98.057625,-11.311488,38.265522,5.069619,25.395584,-11.830672,25.108501,-5.558388,19.205223,-2.9109883,18.213062,6.1053805,13.954817,-0.30130035,12.484424,0.40843403,1.6486975,1.5285935,2.8091319,hiphop
0.52058536,0.08638297,1469.3760072038708,1954.5243317193638,3277.0468508126937,0.05177973224651703,-216.06976,122.55899,0.9373161,39.356617,9.2882185,26.045794,-4.027806,18.256382,-6.51141,13.911774,-3.072288,8.876831,-4.358553,4.691729,-0.10699996,0.9101863,-1.9222299,-1.7801151,1.1610222,-4.0251594,hiphop
0.5133563,0.065886386,2044.4018831699113,1933.7322920186132,4075.008692313274,0.10514864611551858,-214.31303,100.31755,-33.45657,47.259487,-8.953328,12.991591,-17.322506,11.068475,-11.724059,8.812742,-7.8322988,6.2648187,-0.104959376,4.896774,1.1980616,3.7862833,1.4717628,3.4848027,0.6526583,4.15107,hiphop
0.42499024,0.23721823,2328.3253525938053,2627.229475693976,4934.945159061775,0.09669745005321208,-111.22915,89.94116,4.453146,14.530579,9.934057,-9.441967,2.9049582,-0.13894077,-3.065067,3.272368,-1.4969656,1.5704437,2.3964047,-1.1631626,0.8710984,0.67440474,-5.169126,2.7299318,2.3492882,-0.25580812,hiphop
0.3984205,0.2692118,2202.2948946843676,2213.2035124053305,4411.289992199594,0.09668724603328173,-62.8069,72.1019,-16.114138,27.418505,5.5609536,1.8214277,3.9023921,8.463778,-2.007449,5.825009,0.15586376,-0.30150026,-0.6675375,-1.4832999,-0.06580488,3.2086806,0.6697353,1.1243902,-0.93676597,-3.0775099,hiphop
0.50613976,0.13039982,2676.5339159173477,2413.9218973506577,5209.5184987543535,0.13613863257062694,-109.83064,63.104633,-13.840905,43.019493,6.142044,23.18746,8.019649,10.65603,0.9803229,5.321308,-1.832165,-1.4251207,-1.8639747,-3.1834996,-4.740081,-3.8052502,-5.5368443,-3.185932,-3.2629235,-3.928107,hiphop
0.46092817,0.23842552,2986.424482322364,2899.9735732795793,6403.169614242695,0.13766243288022445,-25.853546,70.946365,9.548489,17.47975,-1.6311874,-0.5474363,0.26069033,-4.6436267,-0.5859255,-3.0860732,-2.4065418,0.386539,-2.158143,-0.3449555,-2.3784094,1.9354966,1.3124206,-1.2795857,-2.0184257,-0.19688803,hiphop
0.40975982,0.18986075,2245.1543617872862,2484.137881682173,4816.095877727119,0.0793853854247291,-111.84788,89.10123,13.179904,36.344612,-3.2759247,3.877823,0.5638424,6.3377275,-2.17961,2.979102,-1.636557,-0.36629122,-3.4718986,0.7764608,-0.23096856,-3.1901183,-3.7024403,-4.001075,-3.0203526,-2.4579573,hiphop
0.4983869,0.21792412,3053.2752032918966,3025.0571235297643,6667.5096824811335,0.1268197168875774,-74.77094,58.740543,9.939784,21.570108,15.07163,4.9377294,2.282748,5.4688973,3.1200333,0.6039442,2.466406,4.2114406,3.4745803,3.5953388,2.7740333,1.8845738,-1.7012314,-1.1449336,-1.3548872,-4.013696,hiphop
0.40901175,0.15945259,3770.0765106624654,2830.835515869796,7050.38236730239,0.21284149453366874,-96.6639,30.600752,2.5303547,12.692531,-10.973728,-2.1038082,-3.6324103,-7.5899434,-5.3217125,-0.6840313,-4.1489954,-3.1092334,-4.8592544,-3.0990717,-4.161172,-2.5633743,-3.4825435,-0.3457978,-2.8692477,2.3299165,hiphop
0.46726292,0.26646084,2493.1638737463427,2330.67697810765,5126.677333016883,0.10351449122000773,-40.255154,80.830086,-25.643091,38.42609,-11.072867,24.912197,-7.3689013,26.772398,-5.286711,16.798525,-3.4986296,8.451586,-5.5967097,12.057394,-1.8924502,10.485354,0.65101427,0.2716338,-5.0933547,-4.0094256,hiphop
0.46139815,0.10996669,2595.782821610755,2881.612646336387,5858.622907042134,0.08231280536474458,-146.51694,81.558525,31.962297,22.430374,5.098355,13.628087,6.49513,8.408916,4.438316,5.010662,1.8354231,2.8645813,4.5268016,3.8527682,1.3351526,1.230336,0.5773534,-0.17094105,-0.6590729,-0.08891941,hiphop
0.4719179,0.19092278,2449.072471257414,2508.117491409197,4930.6618516290155,0.10955073589880031,-144.1154,73.38274,4.689501,24.034184,12.896577,14.024166,8.642745,6.9087343,-1.2130749,-0.84052324,1.1626186,2.5793064,-1.1129531,3.1418166,-4.232443,-0.45609272,1.6542616,1.2135501,-0.4755747,-2.0354865,hiphop
0.49956933,0.15126342,1949.3068336318568,2286.5903217127266,4219.474485415054,0.06300302038989938,-133.22668,93.950745,-2.2413454,50.195454,12.518455,15.036698,11.511907,10.248602,7.9517236,10.803761,1.9746124,5.1986346,1.0662619,2.1747072,-1.5162953,-0.44872028,-2.4607766,-3.8682592,-1.7064383,-2.7746222,hiphop
0.5837967,0.10804736,2472.488643988058,2499.681708769723,5509.025021012722,0.08769334728134674,-168.3471,70.93956,-3.0408056,54.825478,-12.10462,30.515268,-1.521291,28.844463,-8.925714,18.759966,-6.6007915,14.6028805,-3.5750635,14.19275,-3.9637115,6.93011,-4.171835,5.868638,-1.5135263,1.2838981,hiphop
0.42251512,0.30033332,2566.5587161240874,2942.3925463630508,5931.505799662587,0.08562004160216719,-78.25045,70.18874,45.908947,42.07599,15.097313,10.689846,-0.69202554,-0.6105204,0.37156433,-0.35092285,1.102735,-0.67174697,-0.81453276,-0.81118035,-4.241297,-6.08405,-2.9617288,-3.7095819,-4.6067276,-4.9819074,hiphop
0.46732023,0.20763418,2433.764468111271,2247.5852524839515,4920.920243868518,0.11047967963912539,-88.064995,77.3721,-19.0961,51.575947,-11.776864,22.210978,-4.727707,20.109219,-8.32937,14.603727,-3.8112483,8.579865,-11.464595,2.160578,-12.678757,0.39530525,0.985286,10.532833,7.6297636,4.3883557,hiphop
0.50735897,0.25156936,2305.1590945533026,2227.25945920748,4815.479214789329,0.10742111914667182,-44.374714,93.37466,-22.270527,48.861946,-13.884773,34.419384,-6.2979827,25.889359,-12.322336,20.435734,-5.749465,11.854347,-11.549436,10.156776,-3.9590342,10.58692,0.8432877,9.215949,1.7228956,-0.23039737,hiphop
0.43086895,0.17865911,2517.747734885853,2163.4043932433733,4926.71187551398,0.13887293198529413,-62.994812,86.3237,-37.947296,39.573452,-16.5329,21.116253,-12.255193,13.094143,-12.382426,16.648333,-3.980502,8.853623,-6.325512,5.704401,-6.3108354,2.3043609,-0.8654882,6.517326,4.682213,4.39681,hiphop
0.39065877,0.1337594,1735.5854903743884,2055.9870271957616,3552.961849059114,0.07250031745839783,-161.47679,104.041115,-10.936409,43.69308,13.973775,14.462216,7.5062613,9.4815645,6.4391665,6.9952273,1.3608632,4.4386225,-2.9267557,-3.2144325,0.044584908,4.159957,-6.4395256,-4.9638324,-4.2142115,-2.2782378,hiphop
0.39005402,0.18296981,2706.6714628489012,2941.23259807602,5996.322074394108,0.1125715037248452,-121.61006,76.91941,29.013481,9.935919,3.1737647,5.1753216,4.9683127,-1.0265123,1.1707609,2.1393538,3.117648,1.1366775,-0.7820609,-4.9822216,-0.12525727,-4.5053763,-2.1900976,-1.3730919,-3.1559749,-7.364276,hiphop
0.4798458,0.21307458,3084.823804546642,2970.61795564429,6779.025674825852,0.13644361938854488,-25.108788,60.825592,-4.1871734,14.84839,6.795023,6.0983343,15.451296,3.784735,5.6598086,10.247506,0.86333084,4.1838894,0.9262049,3.2527385,0.21559043,2.6983185,0.7047307,0.89628994,0.3617592,-0.0064073214,hiphop
0.48406336,0.28883296,3084.4973664314452,3055.5704751391245,6682.326259553986,0.10872005309113777,-44.555233,41.6235,29.91263,51.863693,12.875628,13.724889,7.962605,9.290234,8.388368,1.8994228,1.1413116,4.564992,5.524623,1.3144536,2.3494503,-0.7992,-4.252003,-3.5728974,-3.835539,-4.442142,hiphop
0.49019533,0.1759158,2677.5983922065384,2262.418722593127,5266.376488275203,0.10805943728231424,-122.2709,50.584606,-27.789642,66.590706,-6.6044073,32.067585,-8.222272,22.451204,-6.9416556,21.064741,-6.183085,13.653633,-3.0919614,8.706373,-2.921812,3.6755152,0.27340916,12.869027,14.640284,15.362202,hiphop
0.41634825,0.23021632,2344.385703637443,2682.0326323793884,5394.20071533959,0.07745040090460527,-87.680786,79.37558,25.071247,45.16531,11.199144,18.170176,3.5208578,6.9955754,1.2674153,2.3607876,-1.7764663,-0.01260187,-2.7059743,-0.488284,-5.2594147,-3.8652692,-2.5075831,-4.6821017,-4.9848833,-4.4234257,hiphop
0.4302409,0.24188346,2405.5835283761526,2268.5435114732063,4987.044844022107,0.11973245815595976,-27.619719,94.39549,-20.580795,49.872,-14.710575,23.8703,-17.608202,24.036556,-15.884776,16.42729,-10.62528,13.890171,-10.467003,8.20633,-10.300276,5.019436,-5.749617,10.313242,3.6337445,9.231848,hiphop
0.42474797,0.11082602,1752.0147471390128,1811.3360784876797,3488.9455694901317,0.08312648147252322,-128.15352,124.5842,-37.200493,43.892124,-12.789882,18.988998,-9.285406,19.78161,-6.8781185,13.477492,-5.979898,12.329025,-4.6527686,5.8328543,-2.8728828,3.6824682,-1.8806282,-0.13902049,-2.0508018,-3.2196095,hiphop
0.42773262,0.13497086,2637.4232219262044,2630.9986673861804,5629.507625804228,0.1028002098248839,-109.07124,76.91492,2.592334,19.059635,0.5502822,8.174563,-8.068409,5.952351,-4.3305674,3.6560762,-1.555668,2.6334875,2.2520404,2.8522258,-5.210044,5.358038,-6.1856155,2.2385309,-2.4708722,-5.9738307,hiphop
0.4396849,0.18021107,1717.834483382323,2052.410769263657,3686.911039086687,0.05390783729198916,-153.50096,92.7777,-15.882089,57.95243,8.575667,18.462399,13.276261,11.162719,7.613732,12.974225,5.661205,7.017445,2.8843374,1.6163462,0.012030917,3.0243316,-0.23418817,-1.3870301,-2.3182173,-1.3271761,hiphop
0.43223494,0.22598088,2470.7222619019626,2410.2596334667655,5256.126550255176,0.10016379341621517,-64.652565,88.21731,-10.360637,41.79439,-2.56113,22.901436,-6.498876,16.630945,-5.801913,13.093463,-6.9120083,3.027008,-9.772857,2.3434885,-7.0578547,3.2029796,1.7207859,6.090178,0.37340656,-3.0363767,hiphop
0.48965022,0.18516475,2437.1444906156676,2117.4846851938332,4775.921120658379,0.13386653746613777,-51.27445,91.09927,-33.769688,69.9306,-12.950171,23.187635,-13.769311,23.784006,-14.735114,10.69933,-13.481394,6.0735264,-14.7200985,1.686247,-7.245058,3.9597955,-2.6534843,7.5526376,-0.12975639,-0.73014706,hiphop
0.4767985,0.1062111,2607.901477732147,2392.1949496304064,5535.341528547068,0.1272399713380418,-114.30269,80.864075,-18.181608,50.662548,-14.933624,29.2647,-20.050333,18.588346,-17.686916,16.67295,-11.416135,16.297127,-4.473333,10.56288,-4.071208,9.144475,-2.847377,0.637928,-1.9969021,0.5702691,hiphop
0.46188968,0.16556409,2677.639716066268,2337.276817199031,5366.575882383176,0.1457859665247678,-113.496315,68.45945,-15.764092,56.38857,-8.150662,27.04156,-12.364466,20.665415,-12.666251,15.433281,-10.998275,14.049129,-12.502553,7.401503,-13.318547,-0.2447904,-12.045159,3.8187954,-2.6738074,5.645596,hiphop
0.38105837,0.19052872,2240.303180287592,2193.802836592977,4728.03807686726,0.10668265044504643,-44.67913,101.19932,-26.271496,52.930775,-11.720016,26.934399,-13.286411,20.705006,-17.487642,11.86239,-10.67016,8.376947,-15.428061,4.8771544,-10.053337,4.56282,-1.9874165,7.9827633,1.214753,1.3717061,hiphop
0.44546938,0.18616363,2671.0740466843918,2494.7368600221876,5320.276162351248,0.12218709183920279,-98.840996,71.10852,-10.045743,31.723394,5.1446595,1.8752184,-8.893279,-4.2644506,-5.962237,-4.269474,-0.65870404,-1.8606147,-0.5169802,2.5744352,-1.0586432,2.2042828,-3.9438968,1.2048682,0.2833143,0.06957245,hiphop
0.45726278,0.28558367,2808.1424053109326,2441.321442097269,5527.508242580544,0.09764869146671827,-81.1395,49.606533,-14.548335,57.986927,6.8434696,27.148214,-6.8552327,31.304077,-10.086364,20.312963,-2.5413642,12.746546,3.9735262,13.235152,-2.3756182,12.26852,-7.035885,4.756272,1.8735871,0.022320017,hiphop
0.40356886,0.14134684,3377.342805929625,2996.5226327289342,6892.483322096314,0.15500095237519348,-64.00121,50.804565,6.6021595,27.830774,6.6337037,0.29855332,2.8219569,3.2134213,0.16524182,0.6103197,0.09556543,-5.067103,2.6628103,-1.637957,3.1019537,5.152145,-0.835596,4.8471527,0.24540167,-4.849838,hiphop
0.50361925,0.10228207,2290.107317796501,2181.5890272480765,4819.512523733794,0.11322947404702012,-122.780525,95.06129,-29.36325,46.780045,-15.998561,27.117586,-13.113779,20.258003,-5.389465,15.459252,-6.909567,15.645838,-6.707096,8.281757,-0.7531099,9.420004,1.2628134,1.6747185,0.48605138,1.6133194,hiphop
0.56064737,0.21563886,2199.9161931162494,2285.598583577631,4791.046029200126,0.09832480226876934,-95.086945,94.193474,-2.5176675,49.53372,-6.6139855,33.199677,-7.5960355,20.96308,-8.853171,16.79249,-5.245887,10.775888,-3.4604824,7.310613,-3.4420853,3.8423052,-3.2273757,1.7994256,0.09320522,4.0050592,hiphop
0.46066427,0.12524042,2667.6644949271727,2351.0688564768757,5474.700228570046,0.14734075682082043,-80.92658,84.79292,-31.540653,33.89926,-19.848768,23.558195,-22.125015,20.021149,-16.759602,19.211897,-13.106137,11.505603,-10.726899,10.569202,-8.427004,7.3234506,-5.3749456,7.6905966,-5.544044,1.5257049,hiphop
0.5623587,0.10348285,2735.79580212033,2295.456105176156,5419.742227560227,0.15760335538409442,-92.59165,77.41268,-32.75637,54.59612,-13.199195,33.65628,-12.085772,28.015388,-11.966782,18.82935,-6.6704774,13.036639,-7.0213475,7.0742083,-4.5371237,6.4979115,-2.9733756,3.7062724,-5.411391,-4.2134695,hiphop
0.44405892,0.20375179,2095.2999106477832,2240.690855056364,4581.122298580205,0.0941872611503483,-74.19891,104.60867,-8.396771,49.658215,-9.376968,21.438307,-16.337013,18.78141,-13.079522,18.464,-14.953655,6.8762655,-15.326539,4.772736,-11.097989,4.74354,-2.8028693,6.797866,-5.8092246,-3.786318,hiphop
0.47652137,0.06723458,3185.1421645019136,2603.5388708639575,6277.937038173616,0.15219749238099844,-191.63844,41.317802,4.9924994,65.465614,-4.3202295,42.641537,-12.2531595,23.817207,-4.27326,16.03992,-5.0856843,16.431042,-9.372978,6.6640677,-2.7305558,-0.44324693,-7.421273,4.5704145,-6.97458,2.4684422,hiphop
0.50688887,0.10891584,3079.1103340087907,3220.8563159505225,7003.240985693208,0.10707796173568111,-144.97781,66.67153,44.280052,22.528505,6.5213594,8.85033,11.895541,5.837181,3.0436742,6.451863,3.56229,2.522852,3.8309376,3.7200966,6.821516,5.0689015,0.47715914,1.0826528,1.956073,-0.07564601,hiphop
0.5335046,0.118977465,2538.2434921295203,2341.4445993119357,5353.284296088913,0.10066983721942724,-129.95169,72.02137,-23.253374,63.230637,-6.873468,34.400772,-12.189914,30.506071,-7.582158,20.604498,-6.1974487,14.683234,-2.9395947,9.047846,-4.7400894,5.3837643,-2.414432,1.6269447,-5.9808297,-0.82341677,hiphop
0.4906673,0.26167372,2708.9613684451087,2510.9024054161537,5795.106624449739,0.1246141368759675,-11.675508,81.99325,-8.505697,52.767826,-14.70422,31.964735,-19.689999,22.869427,-14.710648,14.518811,-10.083077,14.005072,-8.073013,7.4342127,-5.4978147,12.842176,-3.697336,6.2179585,-2.5902514,0.10540796,hiphop
0.39005402,0.18296981,2706.6714628489012,2941.23259807602,5996.322074394108,0.1125715037248452,-121.61006,76.91941,29.013481,9.935919,3.1737647,5.1753216,4.9683127,-1.0265123,1.1707609,2.1393538,3.117648,1.1366775,-0.7820609,-4.9822216,-0.12525727,-4.5053763,-2.1900976,-1.3730919,-3.1559749,-7.364276,hiphop
0.37462813,0.15452561,2774.871060337549,2700.5093969910645,5746.540251457285,0.11459341137770898,-83.20265,67.71298,1.2305171,29.658491,12.577921,5.6130667,6.2118382,8.097905,-4.784866,7.664915,-1.1791574,4.242718,1.9306676,1.0202534,2.38057,3.1090045,-8.059311,1.6720581,-1.6563998,-3.2753487,hiphop
0.47394475,0.2083498,2775.2916756205336,2712.623765856432,5969.305571092541,0.11079033535700464,-68.78753,62.373886,24.279099,53.785713,-1.9191564,12.823493,-4.35876,12.354515,-0.22019342,9.053527,-0.97755194,3.94197,1.9162539,2.2540574,-2.5221894,-3.5294874,-2.924685,-3.6497655,-3.4206944,-3.7197106,hiphop
0.5288315,0.19127107,2825.5302060644444,2830.7288636632816,6190.9792306622485,0.10329945094814241,-100.91944,64.29094,12.551603,26.481697,12.40743,12.135959,2.4698937,18.496998,1.5057791,12.0577135,-1.4862086,6.7316265,3.8606365,3.0960424,1.7575846,4.5550957,-2.365775,5.4360013,2.7719076,3.722725,hiphop
0.3936004,0.24401791,2500.521404911738,2578.083186286891,5294.309652700513,0.09951791674729102,-78.71352,73.09978,21.83404,49.21601,3.1142888,18.307453,1.8565904,8.398898,1.4257842,4.2191653,-1.3232718,1.2506557,-3.0139782,1.7983278,-1.8407835,-0.9926698,-1.9069359,-2.634608,-4.791962,-4.8620996,hiphop
0.42727414,0.15468617,3213.1475995725405,2834.0488919453637,6312.970159666457,0.17240182976973684,-79.74996,62.275124,-5.1084466,18.229969,12.862356,-14.114573,4.9116673,1.6750953,-5.7800555,0.81444365,-3.8078806,2.0120642,3.4144382,-2.8724232,1.2645156,1.752267,-2.2722964,-1.0350907,-4.6091976,-2.822466,hiphop
0.4811548,0.19142626,2144.794528258055,2358.912870448304,4956.12003102022,0.08034305159152477,-76.82371,98.38955,-5.0260615,49.33168,-10.2882185,33.286823,-9.96177,17.61652,-12.23127,18.665478,-10.97679,11.510851,-10.490248,6.2619195,-6.977471,2.4990718,-4.895574,5.468563,-1.8260895,0.6364129,hiphop
0.43234593,0.26401678,2047.1206937169864,2269.215625804102,4552.4308054070725,0.07867374951625387,-58.451878,103.050156,-7.2154045,44.881866,-8.616438,12.345843,-13.746115,19.97422,-13.128944,17.136246,-3.9520185,15.581611,-0.4627677,6.9280353,-6.032932,5.6366434,-3.1798737,1.8159584,-2.566344,0.10787373,hiphop
